ID	LEMMA	UPOS	GENERE	WRITTEN REPRESENTATION	ID LEMMA VARIANT	TRADUZIONI	URI ITALIANO
1	dicembri	NOUN	m	["ricièmmiru","dicièmmiru","dicèmmiru","dicembri","dicièmmuru","dicèmmuru","dicembru","ricièmmuru"]	[]	["dicembre"]	["http://liita.it/data/id/lemma/984014"]
2	sicilianu	NOUN	m	["sicilianu"]	[]	["lingua siciliana","siciliano"]	["http://liita.it/data/id/lemma/1038392"]
3	sicilianu	ADJ	m	["sicilianu"]	[]	["siciliano"]	["http://liita.it/data/id/lemma/1038391"]
4	nglisi	NOUN	m	["nghisi","nglisi"]	[]	["inglese"]	["http://liita.it/data/id/lemma/1001544"]
5	francisi	NOUN	m	["francisi"]	[]	["francese"]	["http://liita.it/data/id/lemma/993592"]
6	francisi	NOUN	m	["francisi"]	[]	["francesi"]	[]
7	francisi	NOUN	m	["francisi"]	[]	["lingua francese"]	["http://liita.it/data/id/lemma/993592"]
8	astronumìa	NOUN	f	["astronumìa"]	[]	["astronomia"]	["http://liita.it/data/id/lemma/967031"]
9	ulannisi	NOUN	m	["ulannisi"]	[]	["olandese"]	["http://liita.it/data/id/lemma/1095078"]
10	ulannisi	NOUN	m	["ulannisi"]	[]	["lingua olandese"]	["http://liita.it/data/id/lemma/1095078"]
11	talianu	NOUN	m	["talianu"]	[]	["italiano"]	["http://liita.it/data/id/lemma/1004322"]
12	talianu	NOUN	m	["talianu"]	[]	["lingua italiana"]	["http://liita.it/data/id/lemma/1004322"]
13	talianu	ADJ	m	["talianu"]	[]	["italiano"]	["http://liita.it/data/id/lemma/1004321"]
14	arbanisi	NOUN	m	["arbanisi"]	[]	["albanese"]	["http://liita.it/data/id/lemma/1089081"]
15	arbanisi	NOUN	m	["arbanisi"]	[]	["lingua albanese"]	["http://liita.it/data/id/lemma/1089081"]
16	a	DET	f	["a","la"]	[]	["la"]	["http://liita.it/data/id/lemma/1004641"]
17	a	PRON	f	["a"]	[]	["la"]	["http://liita.it/data/id/lemma/1004642"]
18	a	ADP		["a"]	[]	["a","ad"]	["http://liita.it/data/id/lemma/959816","http://liita.it/data/id/lemma/1125711","http://liita.it/data/id/lemma/959817"]
19	â	ADP	f	["â","a la","alla"]	[]	["alla"]	["http://liita.it/data/id/lemma/1089122"]
20	abbabbasunatu	ADJ	m	["abbabbasunutu","abbabbasunatu"]	[]	["rimbecillito","intontito"]	["http://liita.it/data/id/hypolemma/26493","http://liita.it/data/id/hypolemma/28998"]
21	abbabbiri	VERB		["abbabbiri"]	[]	["rendere stupido","istupidire"]	["http://liita.it/data/id/lemma/1004289"]
24	Malta	PROPN	f	["Malta"]	[]	["Malta"]	[]
25	tudiscu	NOUN	m	["tudiscu","tidiscu","tedescu"]	[]	["tedesco"]	["http://liita.it/data/id/lemma/1045689"]
26	tudiscu	NOUN	m	["tudiscu","tidiscu","tedescu"]	[]	["lingua tedesca"]	["http://liita.it/data/id/lemma/1045689"]
29	giappunisi	NOUN	m	["giappunisi","jappunisi","iappunisi"]	[]	["giapponese"]	["http://liita.it/data/id/lemma/995612"]
30	giappunisi	NOUN	m	["giappunisi","jappunisi","iappunisi"]	[]	["lingua giapponese"]	["http://liita.it/data/id/lemma/995612"]
31	nuvèmmiru	NOUN	m	["nuvièmmaru","nuvèmmiru","nuvembru","nuvèmmuru","nuvièmmiri","nuviembri","nuvièmmiru","nuviembru","nuvièmmuru"]	[]	["novembre"]	["http://liita.it/data/id/lemma/1014763"]
32	Liechtenstein	PROPN	m	["Liechtenstein"]	[]	["Liechtenstein"]	[]
33	addu	NOUN	m	["gaddu","iaddu","addu","jaddu"]	[]	["gallo"]	["http://liita.it/data/id/lemma/1092554","http://liita.it/data/id/lemma/1062162","http://liita.it/data/id/lemma/994567","http://liita.it/data/id/lemma/994566"]
34	adduari	VERB		["adduari"]	[]	["dare in affitto","affittare"]	["http://liita.it/data/id/lemma/961766"]
35	addubba	NOUN		["addubba"]	[]	["specie di salsa"]	[]
36	addubbari	VERB		["addubbari"]	[]	["addobbare","adornare","sistemare"]	["http://liita.it/data/id/lemma/1038976","http://liita.it/data/id/lemma/961181","http://liita.it/data/id/lemma/961380"]
37	addubbulari	VERB		["addubbulari","addubulari"]	[]	["raddoppiare"]	["http://liita.it/data/id/lemma/1026021"]
38	addugari	VERB		["addugari"]	[]	["affittare","mettersi a servizio di qualcuno"]	["http://liita.it/data/id/lemma/961766"]
39	addugghiari	VERB		["addugliari","addugghiari"]	[]	["aver dolore al ventre"]	[]
41	addumari	VERB		["addumari"]	[]	["accendere"]	["http://liita.it/data/id/lemma/960397"]
42	addummari	VERB		["addummari"]	[]	["domare"]	["http://liita.it/data/id/lemma/986693"]
43	addummi	NOUN	m	["dummi","addummi"]	[]	["datteri di palma selvatica"]	[]
44	addunari	VERB		["addunari"]	[]	["accorgersi","avvedersi"]	["http://liita.it/data/id/lemma/960696","http://liita.it/data/id/lemma/968029"]
45	addunca	ADV		["addunca"]	[]	["dunque"]	["http://liita.it/data/id/lemma/1125742","http://liita.it/data/id/lemma/1125743"]
46	adduorfu	NOUN	m	["jadduorfu","jadduffu","gaddorfu","iadduorfu","addorfu","gadduffu","adduffu","adduorfu","iadduffu","gadduorfu"]	[]	["galletto non bene castrato"]	[]
47	addurmìsciri	VERB		["addrummìsciri","addurmìsciri"]	[]	["addormentarsi"]	["http://liita.it/data/id/lemma/961223"]
48	adduttari	VERB		["adduttari"]	[]	["lottare"]	["http://liita.it/data/id/lemma/1007027"]
49	addutu	ADJ	m	["addutu","gaddutu"]	[]	["pettoruto"]	["http://liita.it/data/id/lemma/1020164"]
50	adenzia	NOUN	f	["arenzia","adenzia","denzia","aurienzia","denza","audenza","adenza","audienzia","audenzia","arenza","aurenzia","audienza"]	[]	["ascolto","attenzione","udienza"]	["http://liita.it/data/id/lemma/966515","http://liita.it/data/id/lemma/967226","http://liita.it/data/id/lemma/1049599"]
51	adirari	VERB		["adirari"]	[]	["adirarsi","adirare","ventilare"]	["http://liita.it/data/id/lemma/961334","http://liita.it/data/id/lemma/961333","http://liita.it/data/id/lemma/1051219"]
52	adirguiri	VERB		["adirguiri"]	[]	["adergersi","innalzarsi","alzarsi"]	["http://liita.it/data/id/lemma/1001729","http://liita.it/data/id/lemma/963182","http://liita.it/data/id/lemma/961292"]
53	accuccari	VERB		["accuccari"]	[]	["languire","beffare"]	["http://liita.it/data/id/lemma/1004983","http://liita.it/data/id/lemma/969505"]
54	accucchiari	VERB		["accucchiari","ncucchiari"]	[]	["accoppiare"]	["http://liita.it/data/id/lemma/960667"]
55	accucciari	VERB		["aggucciari","accucciari"]	[]	["addossare","accucciare","accostare","coricarsi","coprire bene"]	["http://liita.it/data/id/lemma/980532","http://liita.it/data/id/lemma/1110853","http://liita.it/data/id/lemma/961231","http://liita.it/data/id/lemma/960708"]
56	accucucciari	VERB		["accucucciari"]	[]	["colmare"]	["http://liita.it/data/id/lemma/977904"]
57	accuddì	ADV		["accuddì"]	[]	["in quel modo"]	[]
58	accuddurari	VERB		["accuddurari"]	[]	["dare forma di ciambella"]	[]
59	accudiari	VERB		["accudiari"]	[]	["scodinzolare"]	["http://liita.it/data/id/lemma/1035402"]
60	accuffari	VERB		["accuffari"]	[]	["rannicchiarsi","accosciarsi"]	["http://liita.it/data/id/lemma/1026702","http://liita.it/data/id/lemma/960704"]
61	accufulari	VERB		["accufulari"]	[]	["rannicchiarsi","accosciarsi"]	["http://liita.it/data/id/lemma/1026702","http://liita.it/data/id/lemma/960704"]
62	acculazzari	VERB		["acculazzari"]	[]	["accartocciarsi","non maturare","imbozzacchire","andar a male","incatorzolire"]	["http://liita.it/data/id/lemma/960334","http://liita.it/data/id/lemma/998366","http://liita.it/data/id/lemma/1093111"]
63	acculazzatu	ADJ	m	["acculazzatu"]	[]	["incatorzolito","accartocciato","andato a male","non maturato","imbozzacchito"]	["http://liita.it/data/id/hypolemma/25568","http://liita.it/data/id/hypolemma/25925","http://liita.it/data/id/hypolemma/22092"]
64	accuminzagghia	NOUN		["accuminzagghia"]	[]	["comincio","principio","cominciamento"]	["http://liita.it/data/id/lemma/1023751","http://liita.it/data/id/lemma/978145","http://liita.it/data/id/lemma/978153"]
65	accuminzari	VERB		["accuminzari"]	[]	["cominciare"]	["http://liita.it/data/id/lemma/978147"]
66	accuncumiddari	VERB		["accuncumiddari"]	[]	["accoccolarsi"]	["http://liita.it/data/id/lemma/960582"]
67	accunzari	VERB		["accunzari"]	[]	["rimettersi in libertà dopo aver soddisfatto alla giustizia"]	[]
68	accùpa	NOUN		["accùpa"]	[]	["difficoltà di respiro","senso di soffocamento"]	[]
69	accupari	VERB		["accupari"]	[]	["soffocare","nascondere","venir meno","coprire"]	["http://liita.it/data/id/lemma/1039703","http://liita.it/data/id/lemma/980348","http://liita.it/data/id/lemma/1013391"]
70	accupunari	VERB		["accupunari"]	[]	["coprire per bene","imbottire di coperte"]	[]
71	accurari	VERB		["accurari"]	[]	["prestare attenzione","badare"]	["http://liita.it/data/id/lemma/968439"]
72	accurchittari	VERB		["accurchittari"]	[]	["agganciare"]	["http://liita.it/data/id/lemma/961956"]
73	accurinari	VERB		["accurinari"]	[]	["rattoppare scarpe"]	[]
74	accurzari	VERB		["accurzari"]	[]	["abbreviare","accorciare"]	["http://liita.it/data/id/lemma/960017","http://liita.it/data/id/lemma/960680"]
75	accussata	NOUN	f	["accussata"]	[]	["andata","viaggio"]	["http://liita.it/data/id/lemma/1053910","http://liita.it/data/id/lemma/1051766"]
76	accussì	ADV		["cussì","ccussini","a ccussì","cussini","a cussì","accussini","accussì","ccussì"]	[]	["in questo modo","così"]	["http://liita.it/data/id/lemma/980883"]
77	accusturari	VERB		["accusturari"]	[]	["eseguire delle costure"]	[]
78	accuttufari	VERB		["accuttufari","accutufari"]	[]	["percuotere per bene"]	[]
79	accutturari	VERB		["accutturari"]	[]	["cuocere lentamente"]	[]
81	accuzzari	VERB		["accuzzari"]	[]	["fare inchinare il capo con violenza"]	[]
82	aceddu	NOUN	m	["acieddu","ancieddu","oceddu","aceddu","auceddu"]	[]	["uccello"]	["http://liita.it/data/id/lemma/1049569"]
83	aceddu	NOUN	m	["aceddu"]	[]	["cazzo","pene"]	["http://liita.it/data/id/lemma/1019238","http://liita.it/data/id/lemma/975067"]
13556	cedda	NOUN	f	["cedda"]	[]	["cazzo","pene"]	["http://liita.it/data/id/lemma/1019238","http://liita.it/data/id/lemma/975067"]
84	aciddiari	VERB		["aciddiari"]	[]	["bighellonare","andar errando di qua e di là","vagare","andar vagando","dondoalrsela"]	["http://liita.it/data/id/lemma/970177","http://liita.it/data/id/lemma/1050477"]
85	aciddittu	NOUN	m	["aciddittu"]	[]	["cannella delle fontane per lo sgorgo delle acque"]	[]
13567	cillitta	NOUN	f	["cillitta"]	[]	["cannella delle fontane per lo sgorgo delle acque","rubinetto"]	["http://liita.it/data/id/lemma/1032336","http://liita.it/data/id/lemma/1062336"]
87	àciru	NOUN	m	["àciru"]	[]	["acero"]	["http://liita.it/data/id/lemma/960795"]
88	acitiri	VERB		["acitiari","acitiri"]	[]	["inacetire"]	["http://liita.it/data/id/lemma/999490"]
89	àcitu	ADJ	m	["àcitu"]	[]	["acido"]	["http://liita.it/data/id/lemma/960873"]
90	àcitu	NOUN	m	["àcitu"]	[]	["acido"]	["http://liita.it/data/id/lemma/960874"]
91	acìtula	NOUN		["acìtula"]	[]	["acetosella dei boschi"]	[]
92	aciu	NOUN	m	["aciu","aggiu","agiu"]	[]	["agio","cesso"]	["http://liita.it/data/id/lemma/975759","http://liita.it/data/id/lemma/962160"]
93	acquari	VERB		["acquari"]	[]	["annacquare"]	["http://liita.it/data/id/lemma/964239"]
94	acquariari	VERB		["acquariari","acquariàrisi"]	[]	["imbeversi"]	["http://liita.it/data/id/lemma/998290"]
95	acquazzina	NOUN		["acquazzina"]	[]	["rugiada"]	["http://liita.it/data/id/lemma/1032394"]
96	acquazzuni	NOUN	m	["acquazzuni"]	[]	["acquazzone"]	["http://liita.it/data/id/lemma/960972"]
97	acquignu	ADJ	m	["acquignu"]	[]	["acqueo"]	["http://liita.it/data/id/lemma/960976"]
98	àcula	NOUN	f	["aicula","àcula","jàcula","iàcula"]	[]	["aquila"]	["http://liita.it/data/id/lemma/965604"]
99	adaciu	ADV		["adagiu","adaggiu","adaciu","araciu","adasciu","arasciu"]	[]	["adagio"]	["http://liita.it/data/id/lemma/1088975"]
100	addabbanna	ADV		["ḍḍabbanna","a dda bbanna","addabanna","addabbanna"]	[]	["a quella parte","al di là"]	[]
101	addàinu	NOUN	m	["addàniu","addàinu"]	[]	["daino"]	["http://liita.it/data/id/lemma/982167"]
103	addanti	NOUN	m	["addanti","danti"]	[]	["daino comune"]	[]
104	addascialari	VERB		["addascialari"]	[]	["allagare"]	["http://liita.it/data/id/lemma/962742"]
105	addàuru	NOUN	m	["addàuru","làuru"]	[]	["alloro"]	["http://liita.it/data/id/lemma/962955"]
106	addazzari	VERB		["addazzari","allazzari"]	[]	["allacciare"]	["http://liita.it/data/id/lemma/962735"]
107	addelfinari	VERB		["addelfinari"]	[]	["fabbricare una scarpata"]	[]
108	addesi	ADV		["addesi"]	[]	["a poco a poco"]	[]
109	addevu	NOUN	m	["addevu","addievu"]	[]	["allievo","lattante"]	["http://liita.it/data/id/lemma/1089140","http://liita.it/data/id/lemma/1089141","http://liita.it/data/id/lemma/1057470"]
110	addicatu	ADJ	m	["addicatu"]	[]	["accanito","svenuto"]	["http://liita.it/data/id/hypolemma/31743","http://liita.it/data/id/hypolemma/22079"]
111	addiccari	VERB		["addiccari","alliccari"]	[]	["allettare","abituare","adescare"]	["http://liita.it/data/id/lemma/962845","http://liita.it/data/id/lemma/960123","http://liita.it/data/id/lemma/961300","http://liita.it/data/id/lemma/962846"]
112	addicìdiri	VERB		["addicìdiri"]	[]	["digerire"]	["http://liita.it/data/id/lemma/984254"]
113	addiddì	ADV		["addiddì"]	[]	["a spasso"]	[]
115	addiiri	VERB		["addiiri"]	[]	["scegliere"]	["http://liita.it/data/id/lemma/1034713"]
116	addimannari	VERB		["addimannari"]	[]	["dimandare","chiedere l'elemosina"]	["http://liita.it/data/id/lemma/986688"]
117	addimànnita	NOUN		["addimànnita"]	[]	["richiesta","domanda"]	["http://liita.it/data/id/lemma/986685","http://liita.it/data/id/lemma/1028716"]
118	addiminari	VERB		["addiminari"]	[]	["indovinare"]	["http://liita.it/data/id/lemma/1000784"]
119	addimurari	VERB		["addimurari"]	[]	["intrattenersi","dimorare"]	["http://liita.it/data/id/lemma/984498","http://liita.it/data/id/lemma/1002881"]
120	addingari	VERB		["addingari"]	[]	["importunare","rivolgersi malvolentieri a uno per chiedergli qualcosa","rivolgersi a qualcuno per un favore"]	["http://liita.it/data/id/lemma/999229"]
121	addisiccari	VERB		["addisiccari"]	[]	["disseccare"]	["http://liita.it/data/id/lemma/985954"]
122	addisirtari	VERB		["addisirtari"]	[]	["disertare","abortire"]	["http://liita.it/data/id/lemma/985307","http://liita.it/data/id/lemma/960174"]
123	àddita	NOUN	f	["àddita"]	[]	["aggiunta"]	["http://liita.it/data/id/lemma/962023"]
124	àdditu	NOUN	m	["àdditu"]	[]	["aggiunta"]	["http://liita.it/data/id/lemma/962023"]
125	addivinari	VERB		["addivinari"]	[]	["indovinare"]	["http://liita.it/data/id/lemma/1000784"]
127	addritta	ADV		["addritta"]	[]	["all' impiedi","in piedi"]	[]
128	addrivigghiari	VERB		["addrivigghiari"]	[]	["svegliare"]	["http://liita.it/data/id/lemma/1044680"]
129	addrivigliari	VERB		["addrivigliari"]	[]	["svegliare"]	["http://liita.it/data/id/lemma/1044680"]
130	addrizzu	NOUN	m	["addrizzu"]	[]	["ornamento d'oro","finimento"]	["http://liita.it/data/id/lemma/992341"]
132	abbrivirari	VERB		["abbivirari","abbrivirari"]	[]	["abbeverare"]	["http://liita.it/data/id/lemma/959918"]
133	abbruciareddu	NOUN	m	["abbruciareddu","abbruciarieddu","bruciarieddu","bruciareddu"]	[]	["spiga matura"]	[]
135	abbruscari	VERB		["bruscari","abbruscari"]	[]	["abbrustolire","abbrustiare","bruciacchiare","bruciare erbe secche sul terreno"]	["http://liita.it/data/id/lemma/960048","http://liita.it/data/id/lemma/960045","http://liita.it/data/id/lemma/971828"]
136	abbuccari	VERB		["abbuccari"]	[]	["abbattere","versare da un recipiente il contenuto d'un liquido"]	["http://liita.it/data/id/lemma/959897"]
137	abbuccu	NOUN	m	["abbuccu"]	[]	["rimbocco","orlo","rimboccatura"]	["http://liita.it/data/id/lemma/1096923","http://liita.it/data/id/lemma/1096924","http://liita.it/data/id/lemma/1095252"]
138	abbuccuni	NOUN	m	["abbuccuni","buccuni","muccuni","vuccuni","mmuccuni"]	[]	["boccone"]	["http://liita.it/data/id/lemma/970861"]
139	abbudari	VERB		["abbudari"]	[]	["ristoppare","turare commessure"]	["http://liita.it/data/id/lemma/1031299"]
140	abbuddari	VERB		["abbuddari"]	[]	["tuffare","ammollare","bollare","andare sottacqua","affondare","ammaccare","immergere"]	["http://liita.it/data/id/lemma/963421","http://liita.it/data/id/lemma/998594","http://liita.it/data/id/lemma/963582","http://liita.it/data/id/lemma/970927","http://liita.it/data/id/lemma/963581","http://liita.it/data/id/lemma/961801","http://liita.it/data/id/lemma/1049266"]
141	abbudurari	VERB		["abbudurari"]	[]	["intripparsi","saziare"]	["http://liita.it/data/id/lemma/1033565","http://liita.it/data/id/lemma/1002920","http://liita.it/data/id/lemma/1002921"]
142	abbuffari	VERB		["abbuffari"]	[]	["far gonfiare","far mangiare fino alla nausea","rimpinzare","gonfiare"]	["http://liita.it/data/id/lemma/1029887","http://liita.it/data/id/lemma/996451"]
143	abburaturi	NOUN	m	["abburaturi"]	[]	["lavoratore del rame"]	[]
144	abburdunarutu	ADJ	m	["abburdunarutu"]	[]	["zotico","rozzo"]	["http://liita.it/data/id/lemma/1053489","http://liita.it/data/id/lemma/1032280"]
145	abburgiari	VERB		["abburgiari"]	[]	["abbicare"]	["http://liita.it/data/id/lemma/959925"]
146	abburracciari	VERB		["abburracciari"]	[]	["bere molto"]	[]
147	abbuscari	VERB		["abbuscari"]	[]	["buscarsi","guadagnare","cercare","ottenere"]	["http://liita.it/data/id/lemma/975556","http://liita.it/data/id/lemma/1016813","http://liita.it/data/id/lemma/997150","http://liita.it/data/id/lemma/972273"]
148	abbusillari	VERB		["abbusillari"]	[]	["dare busse"]	[]
149	abbutari	VERB		["abbutari"]	[]	["appoggiare","accostare","socchiudere"]	["http://liita.it/data/id/lemma/965434","http://liita.it/data/id/lemma/960708","http://liita.it/data/id/lemma/1039572"]
150	abbuttari	VERB		["abbuttari"]	[]	["gonfiare","saziare","essere infastidito"]	["http://liita.it/data/id/lemma/1033565","http://liita.it/data/id/lemma/996451"]
151	abbuturari	VERB		["abbuturari"]	[]	["saziare fino all'estremo"]	[]
152	abbuzzari	VERB		["abbuzzari"]	[]	["ingozzare un'ingiuria","ammaccare","ingoiare un'ingiuria"]	["http://liita.it/data/id/lemma/963421"]
153	abbuzzicari	VERB		["abbuzzicari"]	[]	["muoversi dimenandosi"]	[]
154	abbraamentu	NOUN	m	["abbragamentu","abbraamentu"]	[]	["raucedine","arrochimento"]	["http://liita.it/data/id/lemma/966238","http://liita.it/data/id/lemma/1096677"]
155	abbrigliari	VERB		["abbrigliari"]	[]	["prendere uccelli"]	[]
156	abbriscari	VERB		["abbriscari"]	[]	["smielare"]	["http://liita.it/data/id/lemma/1097897"]
157	accà	INTJ		["accà"]	[]	[]	[]
158	accabbari	VERB		["accabbari"]	[]	["finire","terminare"]	["http://liita.it/data/id/lemma/992345","http://liita.it/data/id/lemma/1046255"]
159	accalari	VERB		["accalari"]	[]	["umiliarsi","abbassarsi"]	["http://liita.it/data/id/lemma/1049852","http://liita.it/data/id/lemma/959892"]
160	accalumari	VERB		["accalumari"]	[]	["calumare"]	["http://liita.it/data/id/lemma/972935"]
161	accamadora	ADV		["accamadora"]	[]	["per ora","per il momento"]	[]
162	accamora	ADV		["accamora"]	[]	["per ora","per il momento"]	[]
163	accanìa	NOUN		["accanìa"]	[]	["achinea","chinea","acchinea"]	["http://liita.it/data/id/lemma/976135"]
164	accanzari	VERB		["accanzari"]	[]	["ottenere"]	["http://liita.it/data/id/lemma/1016813"]
165	accapari	VERB		["accapari"]	[]	["accattivarsi"]	["http://liita.it/data/id/lemma/960364"]
166	accapizzari	VERB		["accapizzari"]	[]	["accomodare"]	["http://liita.it/data/id/lemma/960621"]
167	accapunari	VERB		["accapunari"]	[]	["castrare"]	["http://liita.it/data/id/lemma/974679"]
168	accarpagghiu	NOUN	m	["accarpagghiu"]	[]	["manico","occasione","presa"]	["http://liita.it/data/id/lemma/1015081","http://liita.it/data/id/lemma/1008550","http://liita.it/data/id/lemma/1096168"]
169	accarpari	VERB		["accarpari"]	[]	["afferrare"]	["http://liita.it/data/id/lemma/961668"]
170	accarusari	VERB		["accarusari"]	[]	["tosare"]	["http://liita.it/data/id/lemma/1098949"]
171	accattari	VERB		["accattari"]	[]	["comprare"]	["http://liita.it/data/id/lemma/978523"]
172	accaudanari	VERB		["accaudanari"]	[]	["accaldarsi"]	["http://liita.it/data/id/lemma/960281"]
173	accettu	NOUN	m	["acchettu","acchiettu","acciettu","accettu"]	[]	["occhiello"]	["http://liita.it/data/id/lemma/1015105"]
175	acchiaccari	VERB		["agghiaccari","acchiaccari"]	[]	["accappiare","legare con un cappio"]	["http://liita.it/data/id/lemma/960313"]
176	acchianari	VERB		["acchianari"]	[]	["salire"]	["http://liita.it/data/id/lemma/1032883"]
177	acchiancari	VERB		["acchiancari"]	[]	["fare ceppo","radicare"]	["http://liita.it/data/id/lemma/1026055"]
178	acchianculari	VERB		["acchianculari"]	[]	["accoccolarsi","rannicchiarsi"]	["http://liita.it/data/id/lemma/960582","http://liita.it/data/id/lemma/1026702"]
179	acchicchiari	VERB		["acchicchiari","acchiacchiari"]	[]	["socchiudere gli occhi","sbirciare"]	["http://liita.it/data/id/lemma/1033853"]
181	acchiummari	VERB		["acchiummari"]	[]	["mettere a piombo"]	[]
182	accia	NOUN	f	["accia"]	[]	["apio","sedano"]	["http://liita.it/data/id/lemma/1036418","http://liita.it/data/id/lemma/965129"]
7435	acciu	NOUN	m	["acciu"]	[]	["apio","sedano"]	["http://liita.it/data/id/lemma/1036418","http://liita.it/data/id/lemma/965129"]
183	acciaccatu	ADJ	m	["acciaccatu"]	[]	["infermiccio","impicciato","impacciato"]	["http://liita.it/data/id/hypolemma/25736","http://liita.it/data/id/hypolemma/25654","http://liita.it/data/id/lemma/1001060"]
184	acciaccu	NOUN	m	["acciaccu"]	[]	["impiccio","intrigo","infermità"]	["http://liita.it/data/id/lemma/999090","http://liita.it/data/id/lemma/1002914","http://liita.it/data/id/lemma/1001064"]
185	acciaccusu	ADJ	m	["acciaccusu"]	[]	["infermiccio"]	["http://liita.it/data/id/lemma/1001060"]
186	acciappulari	VERB		["acciappulari"]	[]	["cadere come in trappola"]	[]
187	accicciari	VERB		["accicciari"]	[]	["afferrare"]	["http://liita.it/data/id/lemma/961668"]
188	accìdiri	VERB		["accìdiri","auccìdiri","uccìdiri"]	[]	["uccidere","ammazzare"]	["http://liita.it/data/id/lemma/1049570","http://liita.it/data/id/lemma/963503"]
190	accimari	VERB		["accimari"]	[]	["mozzare","scapitozzare","scapitozzolare","cimare","scamozzare"]	["http://liita.it/data/id/lemma/1090633","http://liita.it/data/id/lemma/1097360","http://liita.it/data/id/lemma/1097370","http://liita.it/data/id/lemma/1012795"]
191	accippari	VERB		["accippari"]	[]	["abbarbicarsi"]	["http://liita.it/data/id/lemma/959880"]
192	accirrari	VERB		["accirrari"]	[]	["afferrare"]	["http://liita.it/data/id/lemma/961668"]
193	acciuccari	VERB		["acciuccari"]	[]	["diventare chioccia"]	[]
194	acciummatu	ADJ	m	["acciummatu","acciumatu"]	[]	["in cattiva salute","fiacco","malandato"]	["http://liita.it/data/id/lemma/991877","http://liita.it/data/id/hypolemma/26869"]
195	acciuncari	VERB		["acciuncari"]	[]	["azzoppare","storpiare"]	["http://liita.it/data/id/lemma/1043257","http://liita.it/data/id/lemma/968260"]
196	acciurari	VERB		["acciurari"]	[]	["cernere il fior di farina"]	[]
197	acciurrari	VERB		["acciurrari"]	[]	["afferrare"]	["http://liita.it/data/id/lemma/961668"]
198	acciviri	VERB		["acciviri"]	[]	["fornirsi","provvedersi"]	["http://liita.it/data/id/lemma/1024668","http://liita.it/data/id/lemma/993236"]
199	accrappari	VERB		["accrappari"]	[]	["afferrare","acchiappare"]	["http://liita.it/data/id/lemma/961668","http://liita.it/data/id/lemma/960474"]
200	accrastari	VERB		["accrastari"]	[]	["afferrare"]	["http://liita.it/data/id/lemma/961668"]
201	accruccari	VERB		["accruccari"]	[]	["uncinare"]	["http://liita.it/data/id/lemma/1049880"]
202	accrunchiari	VERB		["accrunchiari"]	[]	["acquattarsi"]	["http://liita.it/data/id/lemma/960969"]
203	accruzzari	VERB		["accruzzari"]	[]	["ostinarsi"]	["http://liita.it/data/id/lemma/1016712"]
204	abbacantari	VERB		["abbacantari"]	[]	["svuotare"]	["http://liita.it/data/id/lemma/1044872"]
205	abbacari	VERB		["abbacari"]	[]	["quietare","scemare","cominciare ad esaurirsi","diminuire"]	["http://liita.it/data/id/lemma/1034732","http://liita.it/data/id/lemma/984479","http://liita.it/data/id/lemma/1025686"]
206	abbaccalaratu	ADJ	m	["abbaccalaratu"]	[]	["pigro","fiacco","molliccio","floscio","malmesso"]	["http://liita.it/data/id/lemma/992773","http://liita.it/data/id/lemma/991877","http://liita.it/data/id/hypolemma/26881","http://liita.it/data/id/lemma/1020657","http://liita.it/data/id/lemma/1011877"]
207	abbaccariatu	ADJ	m	["abbaccariatu","baccariatu"]	[]	["senza un soldo","squattrinato","povero","malconcio","di salute malferma"]	["http://liita.it/data/id/lemma/1008039","http://liita.it/data/id/hypolemma/31382","http://liita.it/data/id/hypolemma/31381","http://liita.it/data/id/lemma/1022796"]
208	abbachiari	VERB		["abbachiari","abachiari"]	[]	["fare i conti","calcolare"]	["http://liita.it/data/id/lemma/972743"]
209	abbachiari	VERB		["abbachiari"]	[]	["burlare","beffare"]	["http://liita.it/data/id/lemma/972221","http://liita.it/data/id/lemma/969505","http://liita.it/data/id/lemma/972220"]
210	àbbacu	NOUN	m	["àbbacu","àbacu"]	[]	["abaco"]	["http://liita.it/data/id/lemma/1088859"]
211	abbadaluccatu	ADJ	m	["abbadaluccatu"]	[]	["stupido"]	["http://liita.it/data/id/lemma/1043903"]
212	abbaddari	VERB		["abbaddari"]	[]	["abbassarsi","avvallarsi","sprofondare","crollare"]	["http://liita.it/data/id/lemma/1042133","http://liita.it/data/id/lemma/968017","http://liita.it/data/id/lemma/959892","http://liita.it/data/id/lemma/981607"]
213	abbaddari	VERB		["abbaddari"]	[]	["ubriacarsi","bere molto"]	["http://liita.it/data/id/lemma/1049546"]
214	abbaddari	VERB		["abbaddari"]	[]	["appallottolare","abbatuffolare"]	["http://liita.it/data/id/lemma/965251","http://liita.it/data/id/lemma/959905"]
215	abbaddunari	VERB		["abbaddunari"]	[]	["abbassarsi","avvallarsi","avvallare","sprofondare","crollare"]	["http://liita.it/data/id/lemma/1042133","http://liita.it/data/id/lemma/968016","http://liita.it/data/id/lemma/968017","http://liita.it/data/id/lemma/959892","http://liita.it/data/id/lemma/981607"]
216	abbadduttuliari	VERB		["abbadduttuliari"]	[]	["avvolgere sommariamente","appallottolare","abbatuffolare"]	["http://liita.it/data/id/lemma/965251","http://liita.it/data/id/lemma/959905"]
